date,time,condo_id,crab_id,outcome,sex,hemo_col,hemo_ri,status,shell_hardness,black_light_fluorescence,photo_id,fed,Post-molt CW (mm),Post-molt mass (g),digital_ri,ca,Notes/Observations
8/15/22,9:40,WL,KWRK,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KWRK,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KWRW,Removed,F,1,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KWRW,Removed,F,1,7.5,A,3,NA,NA,N,NA,NA,NA,NA,Lethargic; very silty
8/9/22,10:56,WL,KWRW,Removed,F,2,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KWRW,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KWRW,Removed,F,2,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KWRW,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/16/22,10:30,WL,KWW,Missing,M,3,8,A,3,NA,NA,N,NA,NA,9.5,377,
6/21/22,9:40,WL,KWW,Missing,M,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,8:26,WL,KWW,Missing,M,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/21/22,9:40,WL,KWWK,Dead,M,1,5,A,3,NA,NA,N,NA,NA,NA,247,
6/23/22,8:26,WL,KWWK,Dead,M,3,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/28/22,9:19,WL,KWWK,Dead,M,3,5.5,A,3,NA,NA,N,NA,NA,5.8,376,
6/30/22,9:22,WL,KWWK,Dead,M,1,5,A,3,NA,NA,N,NA,NA,4.3,319,
7/5/22,9:22,WL,KWWK,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KWWW,Removed,F,3,8,A,3,NA,NA,N,NA,NA,NA,374,
7/21/22,9:40,WL,KWWW,Removed,F,4,7.5,A,3,NA,NA,N,NA,NA,7.3,377,
7/26/22,9:37,WL,KWWW,Removed,F,2,6,A,3,NA,NA,N,NA,NA,6.7,371,
7/29/22,9:50,WL,KWWW,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KWWW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KWWW,Removed,F,NA,NA,A,3,NA,NA,N,NA,NA,NA,NA,Has eggs; removed
6/16/22,11:05,WL,KYWW,Removed,M,3,9,A,3,NA,NA,N,NA,NA,10.6,433,Originally entered as KWWY
8/1/22,10:00,WL,KWYK,Dead,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KWYK,Dead,F,3,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KWYK,Dead,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KWYK,Dead,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KWYK,Dead,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KWYW,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,5.4,366,
7/21/22,9:40,WL,KWYW,Removed,F,2,5.5,A,3,NA,NA,N,NA,NA,5.6,347,
7/26/22,9:37,WL,KWYW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,4.8,349,
7/29/22,9:50,WL,KWYW,Removed,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KWYW,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KWYW,Removed,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KWYW,Removed,F,1,3.3,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KYGR,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,originally entered as KYBR
7/29/22,9:50,WL,KYBW,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KYBW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KYBW,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
7/29/22,9:50,WL,KYGR,Dead,F,1,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KYGR,Dead,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KYGR,Dead,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KWKK,Removed,F,4,6.5,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KYKK
8/12/22,9:05,WL,KWKK,Removed,F,5,9,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as KYKK
8/1/22,10:00,WL,KYKR,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KYKR,Removed,F,1,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KYKR,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KYKR,Removed,F,2,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KYKR,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KYKR,Removed,F,1,3,A,3,NA,NA,N,NA,NA,NA,NA,
6/16/22,10:30,WL,KYKW,Missing,M,3,12,A,3,NA,NA,N,NA,NA,12.9,371,
6/21/22,9:40,WL,KYKW,Missing,M,3,11.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,8:26,WL,KYKW,Missing,M,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/16/22,11:05,WL,KYWK,Missing,M,2,6,A,3,NA,NA,N,NA,NA,6.8,200,
6/21/22,9:40,WL,KYWK,Missing,M,1,5.5,A,3,NA,NA,N,NA,NA,NA,318,
6/23/22,8:26,WL,KYWK,Missing,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KYWR,Removed,F,1,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KYWR,Removed,F,1,5.5,A,3,NA,NA,N,NA,NA,NA,NA,"Squishy--not upper carapace, but apron. Potential for eggs?"
8/9/22,10:56,WL,KYWR,Removed,F,3,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/12/22,9:05,WL,KYWR,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/15/22,9:40,WL,KYWR,Removed,F,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/18/22,9:50,WL,KYWR,Removed,F,3,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/21/22,9:40,WL,KYWW,Removed,M,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,8:26,WL,KYWW,Removed,M,4,7,A,3,NA,NA,N,NA,NA,NA,NA,
6/28/22,9:19,WL,KYWW,Removed,M,3,8,A,3,NA,NA,N,NA,NA,6.4,317,
6/30/22,9:22,WL,KYWW,Removed,M,3,8,A,3,NA,NA,N,NA,NA,7.4,327,
7/5/22,9:22,WL,KYWW,Removed,M,3,8,A,3,NA,NA,N,NA,NA,8.3,339,
7/7/22,9:27,WL,KYWW,Removed,M,3,7,A,3,NA,NA,N,NA,NA,7.3,319,
8/1/22,10:00,WL,KYWY,Dead,F,3,9.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KYWY,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,Dead; looked like it was about to molt--loose shell
6/16/22,10:30,WL,KYY,Removed,M,3,9,A,3,NA,NA,N,NA,NA,10,381,EXCLUDE FROM ANALYSES- KYY DOES NOT EXIST
6/23/22,9:07,WL,KYYY,Removed,M,4,6.5,A,3,NA,NA,N,NA,NA,NA,NA,orignally entered as KYY
6/28/22,9:19,WL,KYYY,Removed,M,1,6,A,3,NA,NA,N,NA,NA,NA,210,orignally entered as KYY
6/30/22,9:22,WL,KYYY,Removed,M,3,6.5,A,3,NA,NA,N,NA,NA,7.4,309,orignally entered as KYY
7/5/22,9:22,WL,KYYY,Removed,M,3,7,A,3,NA,NA,N,NA,NA,7,341,orignally entered as KYY
7/7/22,9:27,WL,KYYY,Removed,M,3,6,A,3,NA,NA,N,NA,NA,6.4,358,originally entered as KYY; pinched Emma. Very mean.
6/16/22,11:05,WL,KYYR,Missing,M,3,9,A,3,NA,NA,N,NA,NA,NA,NA,
6/23/22,9:07,WL,KYYR,Missing,M,3,4,A,3,NA,NA,N,NA,NA,NA,NA,
7/18/22,10:30,WL,KYYW,Removed,F,3,8.5,A,3,NA,NA,N,NA,NA,8.6,396,
7/21/22,9:40,WL,KYYW,Removed,F,3,8,A,3,NA,NA,N,NA,NA,7.5,346,
7/26/22,9:37,WL,KYYW,Removed,F,2,7.5,A,3,NA,NA,N,NA,NA,7.7,376,
7/29/22,9:50,WL,KYYW,Removed,F,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/1/22,10:00,WL,KYYW,Removed,F,1,6,A,3,NA,NA,N,NA,NA,NA,NA,
8/3/22,8:27,WL,KYYW,Removed,F,3,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/9/22,10:56,WL,KYYW,Removed,F,1,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
6/16/22,11:05,WL,KYYY,Removed,M,3,6,A,3,NA,NA,N,NA,NA,NA,NA,
6/21/22,9:40,WL,KYYY,Removed,M,1,5,A,3,NA,NA,N,NA,NA,NA,NA,
6/25/21,NA,CML,OB,Removed,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,
6/29/21,NA,CML,OB,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OB,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"halo, light, active"
7/5/21,NA,CML,OB,Removed,M,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OB,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OB,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OB,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,active/feisty
7/20/21,NA,CML,OB,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,"very passive, not looking great"
7/23/21,NA,CML,OB,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/10/21,11:30,WL,OBB,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Barely fluoresced on tips
6/14/21,14:33,WL,OBB,Molted,M,NA,5.5,A,3,L,"109,110",Y,NA,NA,NA,NA,"Bubbly blood sample, Pre-molt shadowing?"
6/18/21,10:38,WL,OBB,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Shading
6/21/21,9:36,WL,OBB,Molted,M,NA,12,A,3,L,NA,N,NA,NA,NA,NA,Aggressive
6/24/21,10:05,WL,OBB,Molted,M,NA,NA,A,3,L,101-0024,N,NA,NA,NA,NA,"Crunchy on sides, strong shadowing, lathargic"
6/28/21,10:55,WL,OBB,Molted,M,NA,6,M,2,"L,V",NA,N,NA,NA,NA,NA,NA
6/10/21,10:36,WL,OBBG,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBBG,Removed,M,NA,3,A,3,L,"127,128",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/25/21,NA,CML,OBBR,Dead,M,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,early halo
6/29/21,NA,CML,OBBR,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/10/21,9:31,WL,OBBW,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBBW,Removed,M,NA,4.5,A,3,L,"117,118",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/25/21,NA,CML,OBBY,Removed,M,NA,10,A,3,NA,yes,N,NA,NA,NA,NA,very early halo; check blood RI 2x/wk
6/29/21,NA,CML,OBBY,Removed,M,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBBY,Removed,M,NA,9.5,A,3,NA,yes,N,NA,NA,NA,NA,"passive, light halo"
7/5/21,NA,CML,OBBY,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBBY,Removed,M,NA,5.5,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBBY,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,"put up claws, but passive"
7/15/21,NA,CML,OBBY,Removed,M,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,"somewhat active, mostly passive"
7/20/21,NA,CML,OBBY,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,"v. passive, no halo"
7/23/21,NA,CML,OBBY,Removed,M,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/10/21,10:36,WL,OBG,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/14/21,14:33,WL,OBG,Molted,M,NA,8,A,3,X,"123,124",Y,NA,NA,NA,NA,NA
6/18/21,10:38,WL,OBG,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,"Sides of carapace cracked, lathargic, shading"
6/21/21,9:36,WL,OBG,Molted,M,NA,NA,P,3,NA,NA,N,NA,NA,NA,NA,Molting
6/24/21,10:05,WL,OBG,Molted,M,NA,NA,M,2,NA,NA,N,NA,NA,NA,NA,Not all of the legs came out of molt
6/25/21,NA,CML,OBGB,Dead,M,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,
6/29/21,NA,CML,OBGB,Dead,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,leg lost
7/1/21,NA,CML,OBGB,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"very light halo, active"
7/5/21,NA,CML,OBGB,Dead,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,tag fell off- became P-BGB (but corrected in this spreadsheet)
7/9/21,NA,CML,OBGB,Dead,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBGB,Dead,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OBGB,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,active
7/20/21,NA,CML,OBGB,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/25/21,NA,CML,OBGG,Removed,M,NA,11,A,3,NA,yes,N,NA,NA,NA,NA,"good halo, mean, dullish; check blood RI 2x/wk"
6/29/21,NA,CML,OBGG,Removed,M,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,feisty
7/1/21,NA,CML,OBGG,Removed,M,NA,10,A,3,NA,yes,N,NA,NA,NA,NA,"halo still present, passive"
7/5/21,NA,CML,OBGG,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBGG,Removed,M,NA,8.5,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBGG,Removed,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,dropped claw
7/15/21,NA,CML,OBGG,Removed,M,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,passive
7/20/21,NA,CML,OBGG,Removed,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,passive; not looking great
7/23/21,NA,CML,OBGG,Removed,M,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,passive; not looking great
6/25/21,NA,CML,OBGK,Dead,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,early halo
6/29/21,NA,CML,OBGK,Dead,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBGK,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"passive, halo good"
7/5/21,NA,CML,OBGK,Dead,M,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBGK,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,"dead, removed"
6/25/21,NA,CML,OBGR,Dead,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,early halo
6/29/21,NA,CML,OBGR,Dead,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBGR,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"no halo, passive"
7/5/21,NA,CML,OBGR,Dead,M,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBGR,Dead,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBGR,Dead,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OBGR,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,active
7/20/21,NA,CML,OBGR,Dead,M,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no halo
7/23/21,NA,CML,OBGR,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/25/21,NA,CML,OBGW,Dead,M,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,good halo
6/29/21,NA,CML,OBGW,Dead,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBGW,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,DOA
6/25/21,NA,CML,OBGY,Dead,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,very early halo
6/29/21,NA,CML,OBGY,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/10/21,10:36,WL,OBK,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,"Barely fluoresced, Removed from tray (non-premolt) on 6/17/2021 12:35"
6/14/21,14:33,WL,OBK,Removed,M,NA,4,A,3,L,"104,105",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/10/21,10:36,WL,OBKB,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBKB,Removed,M,NA,5.5,A,3,L,"82,83",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/10/21,10:36,WL,OBKG,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBKG,Removed,M,NA,4.5,A,3,L,"119,120",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/10/21,10:36,WL,OBKK,Missing,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Barely fluoresced
6/14/21,14:33,WL,OBKK,Missing,M,NA,7,A,3,L,"125,126",Y,NA,NA,NA,NA,NA
6/18/21,10:38,WL,OBKK,Missing,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,OBKK,Missing,M,NA,9,A,3,L,NA,N,NA,NA,NA,NA,NA
6/24/21,10:05,WL,OBKK,Missing,M,NA,NA,A,3,L,101-0028,N,NA,NA,NA,NA,Dropped a leg
6/28/21,10:55,WL,OBKK,Missing,M,NA,8.5,A,3,L,NA,N,NA,NA,NA,NA,NA
6/25/21,NA,CML,OBKW,Dead,M,NA,5.5,A,3,NA,yes,N,NA,NA,NA,NA,"jelly leg, very early"
6/29/21,NA,CML,OBKW,Dead,M,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,missing claw with tag
7/1/21,NA,CML,OBKW,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,DOA
6/25/21,NA,CML,OBKY,Dead,M,NA,9.5,A,3,NA,yes,N,NA,NA,NA,NA,good shadowing
6/29/21,NA,CML,OBKY,Dead,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,v.lethargic
7/1/21,NA,CML,OBKY,Dead,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"passive, very light halo"
7/5/21,NA,CML,OBKY,Dead,M,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBKY,Dead,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBKY,Dead,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,somewhat aggressive
7/15/21,NA,CML,OBKY,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
6/25/21,NA,CML,OBRG,Removed,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,
6/29/21,NA,CML,OBRG,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBRG,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"no halo, active"
7/5/21,NA,CML,OBRG,Removed,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBRG,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBRG,Removed,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,aggressive
7/15/21,NA,CML,OBRG,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,very active
7/20/21,NA,CML,OBRG,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, passive"
7/23/21,NA,CML,OBRG,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/25/21,NA,CML,OBRK,Removed,M,NA,9.5,A,3,NA,yes,N,NA,NA,NA,NA,very early halo
6/29/21,NA,CML,OBRK,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBRK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"very aggressive, hard to photo"
7/5/21,NA,CML,OBRK,Removed,M,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,
7/9/21,NA,CML,OBRK,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBRK,Removed,M,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,aggressive
7/15/21,NA,CML,OBRK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"active, spread claws"
7/20/21,NA,CML,OBRK,Removed,M,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, defensive but not aggressive"
7/23/21,NA,CML,OBRK,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/3/21,9:17,WL,OBRR,Removed,M,NA,NA,A,3,L,"28,29",N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/7/21,9:13,WL,OBRR,Removed,M,NA,11.5,A,3,L,"42,43",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/10/21,9:31,WL,OBRR,Removed,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/14/21,14:33,WL,OBRR,Removed,M,NA,7,A,3,L,"72,73",Y,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/18/21,10:38,WL,OBRW,Molted,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,OBRW,Molted,M,NA,11,A,3,L,NA,N,NA,NA,NA,NA,Only the tips fluorescing 
6/24/21,10:05,WL,OBRW,Molted,M,NA,NA,A,3,L,101-0023,N,NA,NA,NA,NA,NA
6/28/21,10:12,WL,OBRW,Molted,M,NA,11,A,3,L,NA,N,NA,NA,NA,NA,Just tips of legs fluorescing 
7/1/21,10:16,WL,OBRW,Molted,M,NA,10.5,A,3,L,101-0049,N,NA,NA,NA,NA,Tips only
7/5/21,8:58,WL,OBRW,Molted,M,NA,10,A,3,L,NA,N,NA,NA,NA,NA,NA
7/8/21,9:32,WL,OBRW,Molted,M,NA,6,A,3,L,101-0059,N,NA,NA,NA,NA,Obvious fluorescence
7/12/21,14:55,WL,OBRW,Molted,M,NA,5,M,1,NA,NA,N,NA,NA,NA,NA,Molted
6/25/21,NA,CML,OBRY,Removed,M,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,good pre-molt
6/29/21,NA,CML,OBRY,Removed,M,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
7/1/21,NA,CML,OBRY,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,"no halo, active"
7/5/21,NA,CML,OBRY,Removed,M,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,leg fell off
7/9/21,NA,CML,OBRY,Removed,M,NA,NA,A,NA,NA,yes,N,NA,NA,NA,NA,
7/13/21,NA,CML,OBRY,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,passive
7/15/21,NA,CML,OBRY,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,active
7/20/21,NA,CML,OBRY,Removed,M,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,maybe a faint halo? Passive
7/23/21,NA,CML,OBRY,Removed,M,NA,NA,A,3,NA,yes,N,NA,NA,NA,NA,somewhat active
6/10/21,10:36,WL,OBW,Dead,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/14/21,14:33,WL,OBW,Dead,M,NA,7,A,3,L,"70,71",Y,NA,NA,NA,NA,NA
6/18/21,10:38,WL,OBW,Dead,M,NA,NA,A,3,L,NA,N,NA,NA,NA,NA,NA
6/21/21,9:36,WL,OBW,Dead,M,NA,7,A,3,L,NA,N,NA,NA,NA,NA,Barely fluorescing
6/24/21,10:05,WL,OBW,Dead,M,NA,NA,A,3,L,101-0018,N,NA,NA,NA,NA,Barely fluorescing
6/28/21,10:12,WL,OBW,Dead,M,NA,7,A,3,L,NA,N,NA,NA,NA,NA,Just the tips of legs fluorescing
7/1/21,10:16,WL,OBW,Dead,M,NA,NA,A,3,L,101-0048,N,NA,NA,NA,NA,Barely fluorescing 
7/5/21,8:58,WL,OBW,Dead,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/8/21,9:32,WL,OBW,Dead,M,NA,NA,A,3,L,101-0076,N,NA,NA,NA,NA,Just tips fluorescing
7/12/21,14:55,WL,OBW,Dead,M,NA,6,A,3,L,NA,N,NA,NA,NA,NA,NA
7/15/21,9:40,WL,OBW,Dead,M,NA,NA,A,3,L,101-0113,N,NA,NA,NA,NA,Just tips fluorescing
7/19/21,10:26,WL,OBW,Dead,M,NA,4,A,3,X,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,OBW,Dead,M,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,NA
6/3/21,9:17,WL,OBWB,Removed,M,NA,NA,A,3,L,"22,23",N,NA,NA,NA,NA,Removed from tray (non-premolt) on 6/17/2021 12:35
6/7/21,9:13,WL,OBWB,Removed,M,NA,5,A,3,L,"48,49",Y,NA,NA,NA,NA,"Very little fluorescence on the legs, Removed from tray (non-premolt) on 6/17/2021 12:35"
